	gid	accident_cnt	geometry	schoolzone_num	safetysign_num	bump_num	child_num	school_num	facility_num	signal_num	busstop_num	crosswalk_num	sidewalk_num	ill_park	car_num	node	park_YN	foot_traf_mean	traffic	bigcar_ratio	rushhour_freq	road_width
1057	다사612102	0	MULTIPOLYGON (((127.0628399558019 37.18977934148622, 127.0628347594492 37.1906807291654, 127.0639614441895 37.19068488116714, 127.0639666271509 37.18978349335317, 127.0628399558019 37.18977934148622)))	0	0	0	49.0	0	0	0	0	0	4	0	0	0	0	11.332054924242424	5485.06	0.0576721133173061	23.19875	0.5
1058	다사613041	0	MULTIPOLYGON (((127.0642823520075 37.13479857561177, 127.0642771830972 37.13569997184722, 127.0654030522896 37.13570410493898, 127.0654082078448 37.13480270856927, 127.0642823520075 37.13479857561177)))	0	1	0	0.0	0	0	0	0	0	3	0	0	0	0	13.45296875	13655.25	0.17029673087081235	38.54	1.0
1059	다사613042	0	MULTIPOLYGON (((127.0642771830972 37.13569997184722, 127.064272013957 37.13660136794463, 127.0653978965049 37.13660550117067, 127.0654030522896 37.13570410493898, 127.0642771830972 37.13569997184722)))	0	0	0	0.0	0	0	0	0	0	3	0	0	0	0	8.140416666666667	13655.25	0.17029673087081235	38.54	1.0
1060	다사613054	0	MULTIPOLYGON (((127.0642151382294 37.14651671590665, 127.064209966328 37.14741811034774, 127.0653360091892 37.14742224518523, 127.0653411677279 37.14652085060983, 127.0642151382294 37.14651671590665)))	0	0	0	0.0	0	0	0	0	0	0	177	52	0	0	54.9971875	961.62	0.09169844350183502	83.42	0.5
1061	다사613055	1	MULTIPOLYGON (((127.064209966328 37.14741811034774, 127.0642047941964 37.1483195046508, 127.0653308504209 37.14832363962259, 127.0653360091892 37.14742224518523, 127.064209966328 37.14741811034774)))	0	0	0	0.0	0	0	0	0	0	0	0	70	0	0	44.4378125	1153.0	0.06028359602592383	63.6175	0.375
1062	다사613056	1	MULTIPOLYGON (((127.0642047941964 37.1483195046508, 127.0641996218347 37.14922089881581, 127.0653256914231 37.14922503392192, 127.0653308504209 37.14832363962259, 127.0642047941964 37.1483195046508)))	0	0	0	20.0	0	0	0	1	1	4	73	83	0	0	330.7	1344.38	0.02886874855001262	43.815	0.25
1063	다사613057	3	MULTIPOLYGON (((127.0641996218347 37.14922089881581, 127.0641944492427 37.15012229284282, 127.0653205321956 37.15012642808321, 127.0653256914231 37.14922503392192, 127.0641996218347 37.14922089881581)))	0	0	0	8.0	0	1	0	1	1	7	10	77	1	1	172.97177083333332	11756.185	0.15748356469585675	26.9375	0.75
1064	다사613058	0	MULTIPOLYGON (((127.0641944492427 37.15012229284282, 127.0641892764206 37.15102368673174, 127.0653153727386 37.15102782210646, 127.0653205321956 37.15012642808321, 127.0641944492427 37.15012229284282)))	0	0	0	13.0	0	0	0	0	0	0	0	129	0	1	40.89827651515151	99.81	0.006007597505932704	0.0	0.25
1065	다사613059	0	MULTIPOLYGON (((127.0641892764206 37.15102368673174, 127.0641841033683 37.15192508048263, 127.0653102130519 37.15192921599169, 127.0653153727386 37.15102782210646, 127.0641892764206 37.15102368673174)))	0	0	0	6.0	0	0	0	0	1	0	1	66	0	0	35.70492424242425	5655.745000000001	0.15559742958811085	95.45	0.5
1066	다사613060	0	MULTIPOLYGON (((127.0641841033683 37.15192508048263, 127.0641789300857 37.15282647409548, 127.0653050531357 37.15283060973886, 127.0653102130519 37.15192921599169, 127.0641841033683 37.15192508048263)))	0	0	0	0.0	0	0	0	1	1	0	0	3	0	0	35.404322916666665	5655.745000000001	0.15559742958811085	95.45	0.5
1067	다사613062	0	MULTIPOLYGON (((127.064173756573 37.1537278675703, 127.0641685828299 37.15462926090706, 127.0652947326142 37.15463339681909, 127.0652998929898 37.153732003348, 127.064173756573 37.1537278675703)))	0	0	0	0.0	0	1	2	0	1	5	1	17	0	0	146.87229166666663	5746.335000000001	0.1274668696870998	49.59	0.75
1068	다사613063	0	MULTIPOLYGON (((127.0641685828299 37.15462926090706, 127.0641634088567 37.15553065410578, 127.065289572009 37.15553479015215, 127.0652947326142 37.15463339681909, 127.0641685828299 37.15462926090706)))	0	0	0	0.0	0	0	3	1	1	5	0	3	0	0	74.33416666666666	5746.335000000001	0.1274668696870998	49.59	0.75
1069	다사613064	0	MULTIPOLYGON (((127.0641634088567 37.15553065410578, 127.0641582346531 37.15643204716647, 127.0652844111741 37.15643618334715, 127.065289572009 37.15553479015215, 127.0641634088567 37.15553065410578)))	0	0	1	0.0	0	0	3	0	2	4	1	22	1	0	47.73723958333333	5746.335000000001	0.1274668696870998	49.59	0.75
1070	다사613065	2	MULTIPOLYGON (((127.0641582346531 37.15643204716647, 127.0641530602193 37.15733344008908, 127.0652792501096 37.15733757640412, 127.0652844111741 37.15643618334715, 127.0641582346531 37.15643204716647)))	0	0	0	0.0	0	6	4	0	3	8	511	38	0	1	66.3457196969697	4866.0616666666665	0.10675952672100733	37.678333333333335	0.6666666666666666
1071	다사613066	0	MULTIPOLYGON (((127.0641530602193 37.15733344008908, 127.0641478855553 37.15823483287365, 127.0652740888154 37.15823896932304, 127.0652792501096 37.15733757640412, 127.0641530602193 37.15733344008908)))	0	0	0	0.0	0	0	3	1	2	5	97	6	0	1	226.87885416666668	4575.391666666666	0.07252341820374537	46.35833333333333	0.5833333333333334
1072	다사613067	0	MULTIPOLYGON (((127.0641478855553 37.15823483287365, 127.0641427106609 37.15913622552019, 127.0652689272914 37.15914036210391, 127.0652740888154 37.15823896932304, 127.0641478855553 37.15823483287365)))	0	0	0	0.0	0	0	4	2	3	8	2	35	1	0	188.73166666666668	7126.145	0.10370234486323	44.695	0.75
1073	다사613068	1	MULTIPOLYGON (((127.0641427106609 37.15913622552019, 127.0641375355362 37.16003761802866, 127.0652637655378 37.16004175474673, 127.0652689272914 37.15914036210391, 127.0641427106609 37.15913622552019)))	0	2	0	12.0	0	0	5	0	4	8	4	56	2	0	155.1841666666666	7458.056999999999	0.09743803535033724	54.065	0.6
1074	다사613069	1	MULTIPOLYGON (((127.0641375355362 37.16003761802866, 127.0641323601812 37.16093901039908, 127.0652586035544 37.16094314725152, 127.0652637655378 37.16004175474673, 127.0641375355362 37.16003761802866)))	0	0	0	0.0	0	0	0	1	1	4	0	36	0	0	59.51156249999999	7684.824999999999	0.07835698702714708	37.695	0.75
1075	다사613070	0	MULTIPOLYGON (((127.0641323601812 37.16093901039908, 127.0641271845959 37.16184040263146, 127.0652534413413 37.16184453961823, 127.0652586035544 37.16094314725152, 127.0641323601812 37.16093901039908)))	0	0	0	0.0	0	0	0	1	0	4	0	5	0	0	146.23263888888889	7684.824999999999	0.07835698702714708	37.695	0.75
1076	다사613071	3	MULTIPOLYGON (((127.0641271845959 37.16184040263146, 127.0641220087802 37.16274179472577, 127.0652482788985 37.16274593184689, 127.0652534413413 37.16184453961823, 127.0641271845959 37.16184040263146)))	0	0	0	0.0	0	0	5	0	2	7	0	8	1	0	109.84900568181818	5553.05125	0.0681086279041451	34.83625	0.625
1077	다사613072	0	MULTIPOLYGON (((127.0641220087802 37.16274179472577, 127.0641168327342 37.163643186682, 127.0652431162259 37.1636473239375, 127.0652482788985 37.16274593184689, 127.0641220087802 37.16274179472577)))	0	0	0	0.0	0	0	0	0	0	4	0	1	0	0	73.10666666666667	6708.0475	0.06928833170149858	7.5175	0.625
1078	다사613073	0	MULTIPOLYGON (((127.0641168327342 37.163643186682, 127.0641116564579 37.16454457850021, 127.0652379533236 37.16454871589006, 127.0652431162259 37.1636473239375, 127.0641168327342 37.163643186682)))	0	0	0	0.0	0	0	0	1	1	4	1	0	0	0	139.7136818181818	5675.4699999999975	0.06332306395429424	7.535	0.5
1079	다사613074	0	MULTIPOLYGON (((127.0641116564579 37.16454457850021, 127.0641064799511 37.16544597018034, 127.0652327901914 37.16545010770457, 127.0652379533236 37.16454871589006, 127.0641116564579 37.16454457850021)))	0	1	0	0.0	0	0	2	0	2	3	0	0	0	0	48.34197916666666	5487.777499999998	0.06359479913892167	27.21	0.625
1080	다사613075	2	MULTIPOLYGON (((127.0641064799511 37.16544597018034, 127.064101303214 37.16634736172242, 127.0652276268295 37.16635149938102, 127.0652327901914 37.16545010770457, 127.0641064799511 37.16544597018034)))	0	1	0	0.0	0	0	2	0	2	5	6	0	0	0	14.154062500000002	16050.003333333336	0.13358071570713712	78.06	0.9166666666666666
1081	다사613076	0	MULTIPOLYGON (((127.064101303214 37.16634736172242, 127.0640961262465 37.16724875312644, 127.0652224632378 37.16725289091941, 127.0652276268295 37.16635149938102, 127.064101303214 37.16634736172242)))	0	0	0	0.0	0	0	0	0	0	4	5	0	0	0	78.3066111111111	21470.845	0.1686047231292931	92.43	1.0
1082	다사613077	0	MULTIPOLYGON (((127.0640961262465 37.16724875312644, 127.0640909490486 37.16815014439238, 127.0652172994163 37.16815428231973, 127.0652224632378 37.16725289091941, 127.0640961262465 37.16724875312644)))	0	0	0	0.0	0	0	0	0	0	4	0	0	0	0	194.10800189393944	21470.845	0.1686047231292931	92.43	1.0
1083	다사613078	0	MULTIPOLYGON (((127.0640909490486 37.16815014439238, 127.0640857716203 37.16905153552027, 127.065212135365 37.169055673582, 127.0652172994163 37.16815428231973, 127.0640909490486 37.16815014439238)))	0	0	0	0.0	0	0	0	1	2	5	1	0	1	0	330.088125	21658.965000000004	0.16703821559431858	90.66	1.0
1084	다사613079	0	MULTIPOLYGON (((127.0640857716203 37.16905153552027, 127.0640805939616 37.1699529265101, 127.0652069710838 37.1699570647062, 127.065212135365 37.169055673582, 127.0640857716203 37.16905153552027)))	0	0	0	0.0	0	1	0	0	4	7	1852	15	1	0	417.408125	8290.535000000002	0.0714739726707407	89.82166666666667	0.75
1085	다사613080	0	MULTIPOLYGON (((127.0640805939616 37.1699529265101, 127.0640754160724 37.17085431736185, 127.0652018065729 37.17085845569234, 127.0652069710838 37.1699570647062, 127.0640805939616 37.1699529265101)))	0	0	0	0.0	0	0	0	0	1	7	760	1	0	0	368.8528125	1337.636	0.04312866616459955	71.668	0.4
1086	다사613081	0	MULTIPOLYGON (((127.0640754160724 37.17085431736185, 127.0640702379528 37.17175570807553, 127.065196641832 37.17175984654043, 127.0652018065729 37.17085845569234, 127.0640754160724 37.17085431736185)))	0	0	0	66.0	0	0	0	0	0	7	20	0	0	0	257.01250000000005	3892.3233333333333	0.10084299844337737	32.80166666666667	0.5833333333333334
1087	다사613082	0	MULTIPOLYGON (((127.0640702379528 37.17175570807553, 127.0640650596028 37.17265709865115, 127.0651914768613 37.17266123725042, 127.065196641832 37.17175984654043, 127.0640702379528 37.17175570807553)))	0	0	0	22.0	0	0	0	0	0	0	0	0	0	0	301.83020833333336	1681.04	0.01402663489747011	95.215	0.5
1088	다사613085	0	MULTIPOLYGON (((127.0640547022112 37.17445987938817, 127.0640495231697 37.17536126954958, 127.06517598057 37.17536540855205, 127.0651811462303 37.17446401825624, 127.0640547022112 37.17445987938817)))	1	0	0	125.0	1	0	0	0	0	0	0	0	0	0	53.60697916666666	383.23	0.1283160643696428	87.39	0.25
1089	다사613086	1	MULTIPOLYGON (((127.0640495231697 37.17536126954958, 127.0640443438977 37.17626265957292, 127.0651708146797 37.1762667987098, 127.06517598057 37.17536540855205, 127.0640495231697 37.17536126954958)))	0	0	0	27.0	1	0	0	2	0	5	41	1576	0	0	55.081875	5601.035	0.047737685243853065	44.63	0.75
1090	다사613101	0	MULTIPOLYGON (((127.0639718098817 37.18888210540108, 127.0639666271509 37.18978349335317, 127.0650932987307 37.18978763450649, 127.0650984680707 37.18888624641997, 127.0639718098817 37.18888210540108)))	0	0	0	0.0	0	0	0	0	0	4	0	0	0	0	26.14130208333333	16086.22	0.12382836429854548	40.8	0.75
1091	다사613102	0	MULTIPOLYGON (((127.0639666271509 37.18978349335317, 127.0639614441895 37.19068488116714, 127.0650881291606 37.19068902245493, 127.0650932987307 37.18978763450649, 127.0639666271509 37.18978349335317)))	0	0	0	70.0	0	0	0	0	0	4	0	3002	0	0	12.579895833333332	16086.22	0.12382836429854548	40.8	0.75
1092	다사614038	1	MULTIPOLYGON (((127.0654236731341 37.13209851863204, 127.0654185182671 37.13299991541581, 127.0665443476257 37.13300403741307, 127.0665494891395 37.13210264049539, 127.0654236731341 37.13209851863204)))	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	29.48741003787879	308.555	0.07828261511377728	63.17999999999999	0.5
1093	다사614042	0	MULTIPOLYGON (((127.0654030522896 37.13570410493898, 127.0653978965049 37.13660550117067, 127.0665237792823 37.1366096237036, 127.0665289217114 37.13570822733799, 127.0654030522896 37.13570410493898)))	0	0	0	0.0	0	0	0	0	0	3	0	0	1	0	19.161979166666672	13913.81	0.16839052703892365	64.88499999999999	1.0
1094	다사614054	0	MULTIPOLYGON (((127.0653411677279 37.14652085060983, 127.0653360091892 37.14742224518523, 127.0664620522799 37.14742636932542, 127.0664671974559 37.14652497461608, 127.0653411677279 37.14652085060983)))	0	0	0	0.0	0	0	0	0	0	0	116	14	1	1	111.54541666666668	879.82	0.09348517599235512	88.1525	0.5
1095	다사614055	0	MULTIPOLYGON (((127.0653360091892 37.14742224518523, 127.0653308504209 37.14832363962259, 127.066456906875 37.14832776389675, 127.0664620522799 37.14742636932542, 127.0653360091892 37.14742224518523)))	0	0	0	24.0	0	0	0	0	0	0	208	158	0	1	31.32	917.0875	0.0798550263611535	72.24499999999998	0.5
1096	다사614056	3	MULTIPOLYGON (((127.0653308504209 37.14832363962259, 127.0653256914231 37.14922503392192, 127.0664517612411 37.14922915833003, 127.066456906875 37.14832776389675, 127.0653308504209 37.14832363962259)))	0	0	0	20.0	0	0	3	0	1	4	22	90	0	0	84.23541666666667	8139.361666666668	0.11266380927814786	36.571666666666665	0.5833333333333334
1097	다사614057	3	MULTIPOLYGON (((127.0653256914231 37.14922503392192, 127.0653205321956 37.15012642808321, 127.0664466153781 37.1501305526253, 127.0664517612411 37.14922915833003, 127.0653256914231 37.14922503392192)))	0	0	0	0.0	1	14	1	0	1	4	3	40	0	0	30.40404356060606	11411.69	0.1536573216372838	23.29	0.75
1098	다사614060	0	MULTIPOLYGON (((127.0653102130519 37.15192921599169, 127.0653050531357 37.15283060973886, 127.0664311764153 37.15283473468287, 127.0664363229652 37.15193334080171, 127.0653102130519 37.15192921599169)))	0	0	0	9.0	0	0	0	0	0	0	0	59	0	0	30.14854166666667	5655.745000000001	0.15559742958811085	95.45	0.5
1099	다사614061	1	MULTIPOLYGON (((127.0653050531357 37.15283060973886, 127.0652998929898 37.153732003348, 127.0664260296362 37.15373612842598, 127.0664311764153 37.15283473468287, 127.0653050531357 37.15283060973886)))	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	20.274958333333327	5655.745000000001	0.15559742958811085	95.45	0.5
1100	다사614065	1	MULTIPOLYGON (((127.0652844111741 37.15643618334715, 127.0652792501096 37.15733757640412, 127.0664054402295 37.15734170201804, 127.0664105879248 37.15644030882709, 127.0652844111741 37.15643618334715)))	0	0	0	0.0	0	0	0	0	0	0	0	0	0	1	38.009604166666655	4672.281666666667	0.08393545437616602	43.465	0.6111111111111112
1101	다사614066	1	MULTIPOLYGON (((127.0652792501096 37.15733757640412, 127.0652740888154 37.15823896932304, 127.0664002923052 37.15824309507097, 127.0664054402295 37.15734170201804, 127.0652792501096 37.15733757640412)))	0	0	0	0.0	0	0	0	0	0	0	0	1	0	1	118.60010416666664	4575.391666666666	0.07252341820374537	46.35833333333333	0.5833333333333334
1102	다사614068	0	MULTIPOLYGON (((127.0652689272914 37.15914036210391, 127.0652637655378 37.16004175474673, 127.0663899957691 37.16004588076265, 127.0663951441517 37.15914448798583, 127.0652689272914 37.15914036210391)))	0	0	0	0.0	0	0	0	0	1	1	0	2	4	1	137.52041666666665	7881.92	0.10782375098953928	56.56399999999999	0.5
1103	다사614069	0	MULTIPOLYGON (((127.0652637655378 37.16004175474673, 127.0652586035544 37.16094314725152, 127.0663848471573 37.16094727340143, 127.0663899957691 37.16004588076265, 127.0652637655378 37.16004175474673)))	0	2	0	0.0	0	0	0	0	0	0	46	46	0	1	66.276125	5437.205000000002	0.06816631758410391	20.715	0.5
1104	다사614070	0	MULTIPOLYGON (((127.0652586035544 37.16094314725152, 127.0652534413413 37.16184453961823, 127.0663796983165 37.16184866590215, 127.0663848471573 37.16094727340143, 127.0652586035544 37.16094314725152)))	0	0	0	0.0	0	0	0	0	0	1	0	21	0	0	97.91502840909092	5437.205000000002	0.06816631758410391	20.715	0.5
1105	다사614071	1	MULTIPOLYGON (((127.0652534413413 37.16184453961823, 127.0652482788985 37.16274593184689, 127.0663745492465 37.16275005826483, 127.0663796983165 37.16184866590215, 127.0652534413413 37.16184453961823)))	0	0	0	0.0	0	0	0	0	0	3	0	3	1	0	3.2455618686868686	5556.337500000002	0.06574469076919907	14.125	0.5
1106	다사614073	0	MULTIPOLYGON (((127.0652431162259 37.1636473239375, 127.0652379533236 37.16454871589006, 127.066364250419 37.16455284257604, 127.0663693999473 37.16365145048946, 127.0652431162259 37.1636473239375)))	0	0	0	0.0	0	0	0	0	0	5	1	0	1	0	73.79625	20450.19	0.16508561758605306	92.935	1.0
1107	다사614074	0	MULTIPOLYGON (((127.0652379533236 37.16454871589006, 127.0652327901914 37.16545010770457, 127.0663591006615 37.16545423452456, 127.066364250419 37.16455284257604, 127.0652379533236 37.16454871589006)))	0	0	0	0.0	0	0	1	0	1	3	2	5	0	0	51.99197916666667	20445.6175	0.16498708536981269	94.325	1.0
1108	다사614075	0	MULTIPOLYGON (((127.0652327901914 37.16545010770457, 127.0652276268295 37.16635149938102, 127.0663539506748 37.16635562633503, 127.0663591006615 37.16545423452456, 127.0652327901914 37.16545010770457)))	0	2	0	0.0	0	0	3	0	2	4	1	0	1	0	18.56580492424242	9348.045	0.09486466470269146	56.66333333333333	0.7083333333333334
1109	다사614079	1	MULTIPOLYGON (((127.065212135365 37.169055673582, 127.0652069710838 37.1699570647062, 127.0663333484359 37.16996119219633, 127.0663384993395 37.1690598009381, 127.065212135365 37.169055673582)))	0	2	0	0.0	0	43	2	0	8	12	168	13	1	0	161.5996875	3679.08875	0.04803222773811422	84.88875	0.6875
1110	다사614080	1	MULTIPOLYGON (((127.0652069710838 37.1699570647062, 127.0652018065729 37.17085845569234, 127.0663281973031 37.17086258331652, 127.0663333484359 37.16996119219633, 127.0652069710838 37.1699570647062)))	0	0	0	0.0	0	6	0	2	0	11	14	46	1	0	208.90697916666664	3720.6383333333333	0.0511340037243758	85.54833333333333	0.5833333333333334
1111	다사614081	4	MULTIPOLYGON (((127.0652018065729 37.17085845569234, 127.065196641832 37.17175984654043, 127.0663230459411 37.17176397429864, 127.0663281973031 37.17086258331652, 127.0652018065729 37.17085845569234)))	0	3	0	24.0	0	0	8	0	8	11	1158	0	1	0	145.37885416666668	5098.6621428571425	0.09680370494180664	46.275714285714294	0.75
1112	다사614082	0	MULTIPOLYGON (((127.065196641832 37.17175984654043, 127.0651914768613 37.17266123725042, 127.0663178943498 37.17266536514268, 127.0663230459411 37.17176397429864, 127.065196641832 37.17175984654043)))	0	0	0	0.0	0	0	0	0	0	8	0	631	0	0	175.65218750000003	3720.844	0.03068389435909095	56.55400000000001	0.7
1113	다사614083	1	MULTIPOLYGON (((127.0651914768613 37.17266123725042, 127.0651863116608 37.17356262782238, 127.0663127425292 37.17356675584868, 127.0663178943498 37.17266536514268, 127.0651914768613 37.17266123725042)))	0	0	0	60.0	0	0	0	1	0	4	0	0	0	0	92.64083333333332	5371.635	0.04171894969761114	24.32	0.75
1114	다사614084	0	MULTIPOLYGON (((127.0651863116608 37.17356262782238, 127.0651811462303 37.17446401825624, 127.0663075904793 37.17446814641661, 127.0663127425292 37.17356675584868, 127.0651863116608 37.17356262782238)))	0	0	0	0.0	0	0	0	1	0	4	0	0	0	0	10.866875	3709.17	0.07054064693306739	45.52	0.5833333333333334
1115	다사614085	1	MULTIPOLYGON (((127.0651811462303 37.17446401825624, 127.06517598057 37.17536540855205, 127.0663024382001 37.17536953684645, 127.0663075904793 37.17446814641661, 127.0651811462303 37.17446401825624)))	0	1	1	175.0	0	0	0	0	1	4	0	0	0	0	15.538750000000002	3228.927	0.05203621290609243	57.48299999999999	0.6
1116	다사614086	1	MULTIPOLYGON (((127.06517598057 37.17536540855205, 127.0651708146797 37.1762667987098, 127.0662972856916 37.17627092713826, 127.0663024382001 37.17536953684645, 127.06517598057 37.17536540855205)))	0	2	0	0.0	0	0	8	0	6	9	0	2	1	0	62.25812500000001	3319.23	0.030466481055223593	56.0225	0.6875
1117	다사614087	0	MULTIPOLYGON (((127.0651708146797 37.1762667987098, 127.0651656485596 37.17716818872945, 127.0662921329539 37.17717231729199, 127.0662972856916 37.17627092713826, 127.0651708146797 37.1762667987098)))	0	0	0	0.0	0	0	0	1	0	0	0	12	1	0	51.34182765151514	1614.91	0.009085325093664741	74.59	0.5
1118	다사614102	0	MULTIPOLYGON (((127.0650932987307 37.18978763450649, 127.0650881291606 37.19068902245493, 127.0662148143617 37.19069315302873, 127.0662199705405 37.18979176494619, 127.0650932987307 37.18978763450649)))	0	0	0	70.0	0	0	0	1	0	2	0	0	0	0	27.6190625	16086.22	0.12382836429854548	40.8	0.75
1119	다사615032	0	MULTIPOLYGON (((127.0665803334181 37.12669425609129, 127.0665751932769 37.12759565383698, 127.0677009427539 37.12759976434121, 127.0677060695455 37.12669836646197, 127.0665803334181 37.12669425609129)))	0	3	0	0.0	0	0	2	1	0	0	0	0	1	0	262.45277777777784	9924.156428571428	0.16972712581019364	71.68214285714284	0.5357142857142857
1120	다사615033	0	MULTIPOLYGON (((127.0665751932769 37.12759565383698, 127.066570052907 37.12849705144468, 127.0676958157342 37.12850116208244, 127.0677009427539 37.12759976434121, 127.0665751932769 37.12759565383698)))	0	0	0	0.0	0	0	1	0	0	0	0	24	0	0	274.8752083333333	12194.319999999998	0.19052064539570346	64.675	0.625
1121	다사615034	0	MULTIPOLYGON (((127.066570052907 37.12849705144468, 127.0665649123083 37.12939844891437, 127.0676906884864 37.12940255968568, 127.0676958157342 37.12850116208244, 127.066570052907 37.12849705144468)))	0	0	0	0.0	0	0	0	0	1	0	1	7	0	0	367.3458333333333	6915.84	0.20785212972230332	30.345	0.5
1122	다사615035	1	MULTIPOLYGON (((127.0665649123083 37.12939844891437, 127.0665597714808 37.13029984624605, 127.0676855610103 37.13030395715091, 127.0676906884864 37.12940255968568, 127.0665649123083 37.12939844891437)))	0	0	0	65.0	1	0	3	2	2	1	1	8	0	0	922.814375	4710.008333333333	0.16938201764160607	31.90166666666667	0.4166666666666667
1123	다사615036	0	MULTIPOLYGON (((127.0665597714808 37.13029984624605, 127.0665546304246 37.13120124343973, 127.0676804333061 37.13120535447813, 127.0676855610103 37.13030395715091, 127.0665597714808 37.13029984624605)))	0	0	0	0.0	0	0	0	0	3	2	0	11	0	0	314.77822916666673	6177.7649999999985	0.20766738183897493	17.91	0.5
1124	다사615037	0	MULTIPOLYGON (((127.0665546304246 37.13120124343973, 127.0665494891395 37.13210264049539, 127.0676753053737 37.13210675166737, 127.0676804333061 37.13120535447813, 127.0665546304246 37.13120124343973)))	0	0	0	127.0	0	5	0	0	1	3	1	562	0	0	213.74645833333332	308.555	0.07828261511377728	63.17999999999999	0.5
1125	다사615040	1	MULTIPOLYGON (((127.0665392058831 37.13390543419273, 127.0665340639117 37.13480683083436, 127.0676599202073 37.13481094240702, 127.0676650488243 37.13390954563181, 127.0665392058831 37.13390543419273)))	1	0	0	115.0	1	0	0	0	0	0	0	706	0	0	111.69041666666666	641.1299999999999	0.10405065056739432	77.29499999999999	0.5
1126	다사615041	0	MULTIPOLYGON (((127.0665340639117 37.13480683083436, 127.0665289217114 37.13570822733799, 127.067654791362 37.1357123390442, 127.0676599202073 37.13481094240702, 127.0665340639117 37.13480683083436)))	1	0	0	77.0	1	0	0	0	0	1	0	9	0	0	40.45625	641.1299999999999	0.10405065056739432	77.29499999999999	0.5
1127	다사615042	0	MULTIPOLYGON (((127.0665289217114 37.13570822733799, 127.0665237792823 37.1366096237036, 127.0676496622885 37.1366137355434, 127.067654791362 37.1357123390442, 127.0665289217114 37.13570822733799)))	0	0	0	0.0	0	0	0	0	0	3	0	0	1	0	180.10520833333337	14172.37	0.16648432320703493	91.23	1.0
1128	다사615048	0	MULTIPOLYGON (((127.0664980637039 37.1411166034614, 127.0664929199015 37.14201799899892, 127.0676188830538 37.1420221116402, 127.067624013497 37.1411207159691, 127.0664980637039 37.1411166034614)))	0	0	0	0.0	0	0	0	0	0	0	0	26	0	0	14.195	423.37000000000006	0.3227881875786574	97.29	0.75
1129	다사615049	0	MULTIPOLYGON (((127.0664929199015 37.14201799899892, 127.0664877758703 37.14291939439839, 127.0676137523823 37.14292350717329, 127.0676188830538 37.1420221116402, 127.0664929199015 37.14201799899892)))	0	0	0	0.0	0	0	2	0	1	0	510	36	0	0	46.11479166666667	1589.2666666666669	0.21743098233982197	66.10333333333332	0.6666666666666666
1130	다사615050	0	MULTIPOLYGON (((127.0664877758703 37.14291939439839, 127.0664826316101 37.14382078965985, 127.0676086214825 37.14382490256834, 127.0676137523823 37.14292350717329, 127.0664877758703 37.14291939439839)))	0	0	0	0.0	0	0	0	0	0	1	40	21	1	1	147.47770833333337	1997.0850000000007	0.10690099269699388	68.38666666666667	0.5
1131	다사615051	0	MULTIPOLYGON (((127.0664826316101 37.14382078965985, 127.066477487121 37.14472218478328, 127.0676034903543 37.14472629782537, 127.0676086214825 37.14382490256834, 127.0664826316101 37.14382078965985)))	0	0	0	0.0	0	0	0	0	0	1	73	3	1	1	414.0019791666666	2040.5975000000005	0.1160623352831368	80.95	0.5
1132	다사615052	0	MULTIPOLYGON (((127.066477487121 37.14472218478328, 127.0664723424029 37.14562357976869, 127.0675983589978 37.14562769294438, 127.0676034903543 37.14472629782537, 127.066477487121 37.14472218478328)))	0	0	0	0.0	0	0	0	0	0	0	102	7	0	0	1096.9096875	2464.65	0.12309893024012684	90.845	0.375
1133	다사615053	0	MULTIPOLYGON (((127.0664723424029 37.14562357976869, 127.0664671974559 37.14652497461608, 127.0675932274129 37.14652908792537, 127.0675983589978 37.14562769294438, 127.0664723424029 37.14562357976869)))	0	0	0	0.0	0	0	0	3	2	0	2	0	0	0	461.16541666666666	1040.626	0.08592527564511979	88.271	0.3
1134	다사615054	2	MULTIPOLYGON (((127.0664671974559 37.14652497461608, 127.0664620522799 37.14742636932542, 127.0675880955997 37.14743048276832, 127.0675932274129 37.14652908792537, 127.0664671974559 37.14652497461608)))	0	0	0	0.0	0	0	0	2	1	0	2	1	0	1	89.05989583333334	1188.14	0.08837514550297851	85.36875	0.3125
1135	다사615055	2	MULTIPOLYGON (((127.0664620522799 37.14742636932542, 127.066456906875 37.14832776389675, 127.0675829635581 37.14833187747326, 127.0675880955997 37.14743048276832, 127.0664620522799 37.14742636932542)))	0	0	0	0.0	0	0	0	0	0	0	85	12	0	1	45.46989583333333	1036.155	0.06443814423943181	51.605	0.5
1136	다사615056	1	MULTIPOLYGON (((127.066456906875 37.14832776389675, 127.0664517612411 37.14922915833003, 127.0675778312881 37.14923327204017, 127.0675829635581 37.14833187747326, 127.066456906875 37.14832776389675)))	0	0	0	0.0	0	0	0	0	0	0	44	28	1	1	102.87395833333336	3538.7325000000005	0.07402790866716533	54.10249999999999	0.5
1137	다사615059	1	MULTIPOLYGON (((127.0664414692862 37.15103194678252, 127.0664363229652 37.15193334080171, 127.0675624331075 37.15193745491271, 127.0675675660628 37.15103606075989, 127.0664414692862 37.15103194678252)))	0	0	0	0.0	0	0	0	0	0	0	32	59	0	1	112.40114583333332	5655.745000000001	0.15559742958811085	95.45	0.5
